Device Information,,,,,,,,,,,,,,,,,,,Disposition Information,,,,,,,,,,,,,,Notes,Device Location,,,,,Data Source,,,,
0018,DDC1-EXT1-FW2 vsys2,DDC1-EXT1-FW02,13201002975,10.254.149.31,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,DDC1-EXT1,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E11-Z,12,3,,,Y,Y,Y
0019,DDC1-EXT1-FW2 vsys3,DDC1-ISP-FW1-NEW,13201022844,10.7.30.1,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,31,31,31,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,12,3,,,Y,Y,Y
0020,DDC1-ISP-FW1,DDC1-ISP-FW1-NEW,13201022844,10.7.30.1,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,12,3,,,Y,Y,Y
0021,DDC1-ISP-FW1 vsys2,DDC1-ISP-FW1-NEW,13201022844,10.7.30.1,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,POD 2 - OC,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,12,3,,,Y,Y,Y
0022,DDC1-ISP-FW1 vsys4,DDC1-ISP-FW2-NEW,13201003089,10.7.30.2,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,9,3,,,Y,Y,Y
0023,DDC1-ISP-FW2,DDC1-ISP-FW2-NEW,13201003089,10.7.30.2,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,9,3,,,Y,Y,Y
0024,DDC1-ISP-FW2 vsys2,DDC1-ISP-FW2-NEW,13201003089,10.7.30.2,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,POD 2 - OC,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,9,3,,,Y,Y,Y
0025,DDC1-ISP-FW2 vsys4,DDC1-ISP-FW5,13201002927,10.254.149.28,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,34,34,34,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-AC,21,3,,,Y,Y,Y
0026,DDC1-ISP-FW5,DDC1-ISP-FW6,13201002956,10.254.149.29,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-AC,18,3,,,Y,Y,Y
0027,DDC1-ISP-FW6,DDC1-ISP-FW7-NEW,13201009058,10.7.30.33,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,9,9,9,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E14-F,18,3,,,Y,Y,Y
0028,DDC1-ISP-FW7,DDC1-ISP-FW7-NEW,13201009058,10.7.30.33,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,DDC-PRV,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E14-F,18,3,,,Y,Y,Y
0029,DDC1-ISP-FW7 vsys1,DDC1-ISP-FW7-NEW,13201009058,10.7.30.33,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,18,3,,,Y,Y,Y
0030,DDC1-ISP-FW7 vsys2,DDC1-ISP-FW7-NEW,13201009058,10.7.30.33,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,vsys1,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,18,3,,,Y,Y,Y
0031,DDC1-ISP-FW7 vsys3,DDC1-ISP-FW8-NEW,13201029812,10.7.30.34,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E14-F,15,3,,,Y,Y,Y
0032,DDC1-ISP-FW8,DDC1-ISP-FW8-NEW,13201029812,10.7.30.34,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,DDC-PRV,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E14-F,15,3,,,Y,Y,Y
0033,DDC1-ISP-FW8 vsys1,DDC1-ISP-FW8-NEW,13201029812,10.7.30.34,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,15,3,,,Y,Y,Y
0034,DDC1-ISP-FW8 vsys2,DDC1-ISP-FW8-NEW,13201029812,10.7.30.34,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Virtual,vsys1,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Decom,Migrate & Decom,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-F,15,3,,,Y,Y,Y
0035,DDC1-ISP-FW8 vsys3,DDC1-ITE-FW1,13201003092,10.254.149.20,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,14,14,14,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-Z,13,3,,,Y,Y,Y
0036,DDC1-ITE-FW1,DDC1-ITE-FW2,13201003096,10.254.149.21,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-Z,10,3,,,Y,Y,Y
0037,DDC1-ITE-FW2,DDC1-PCIDMZ-DFW1,13201002976,10.254.149.26,Paloalto Networks,PA-5220,10.1.10-h5,,Firewall,Physical,,Yes,17,17,17,,CIT: Corporate Information Technology,network_security,Rajesh Kandukuri,Migrate,Restock,Migrate & Restock,Chris Stephens,,,10.October,,AHEAD,01.Operational,,,,,,E room,E14-Z,19,3,,,Y,Y,Y
